<|startoftext|>|7|1wasp lancer|0uncommon|9flying|5creature|4|6faerie soldier|8&^^^/&^^|3{UBUBUB}<|endoftext|>
<|startoftext|>|0common|4|7|5creature|6human soldier|3{^WW}|8&^^/&^|1azorius arrester|9when @ enters the battlefield, detain target creature an opponent controls.<|endoftext|>
<|startoftext|>|6wall|4|5creature|0uncommon|7|8&/&^^^^^^^|1dazzling ramparts|9defender\{^WW}, T: tap target creature.|3{^^^^WW}<|endoftext|>
<|startoftext|>|8&^^^^/&^^^^|3{^^^BB}|1enslaved horror|5creature|9when @ enters the battlefield, each other player may return a creature card from their graveyard to the battlefield.|0uncommon|6horror|7|4<|endoftext|>
<|startoftext|>|4legendary|7|9partner\T: add {CC} for each card you've drawn this turn.|6human wizard|1kydele, chosen of kruphix|5creature|3{^^GGUU}|0mythic|8&^^/&^^^<|endoftext|>
<|startoftext|>|9{^^^^^^}, T: two target players exchange life totals.|1soul conduit|3{^^^^^^}|8|5artifact|6|7|0rare|4<|endoftext|>
<|startoftext|>|7|4|8|5sorcery|3{^^^RRWW}|1resurgence|6|9creatures you control gain first strike and vigilance until end of turn. after this main phase, there is an additional combat phase followed by an additional main phase.|0rare<|endoftext|>
<|startoftext|>|6|0rare|1liliana's influence|4|3{^^^^BBBB}|7|9put a -&^/-&^ counter on each creature you don't control. you may search your library and/or graveyard for a card named liliana, death wielder, reveal it, and put it into your hand. if you search your library this way, shuffle it.|8|5sorcery<|endoftext|>
<|startoftext|>|8&^^^/&^^^|0common|6minotaur berserker|4|1raging minotaur|9haste|3{^^RRRR}|7|5creature<|endoftext|>
<|startoftext|>|9return target creature to its owner's hand.|7|3{UU}|5instant|6|1unsummon|4|0common|8<|endoftext|>
<|startoftext|>|8|7|6|0uncommon|5artifact|3{^^^^}|9domain ~ {^^^}, T: target creature gets +&^/+&^ until end of turn for each basic land type among lands you control.|1power armor|4<|endoftext|>
<|startoftext|>|8&^^^^^/&^^^^|3{^^^^^RR}|6beast|9haste|4|5creature|1tenement crasher|0common|7<|endoftext|>
<|startoftext|>|6elephant cleric|4|0rare|7|5creature|8&^^^^/&^^^^^^|3{^^^^^WW}|9when @ enters the battlefield, you may have your life total become the total toughness of creatures you control.\{^^^^^WW}: @ gets +X/+X until end of turn, where X is your life total.|1loxodon lifechanter<|endoftext|>
<|startoftext|>|8&^^/&^|7|4|6snake|1patagia viper|0uncommon|5creature|3{^^^GG}|9flying\when @ enters the battlefield, create two &^/&^ green and blue snake creature tokens.\when @ enters the battlefield, sacrifice it unless {UU} was spent to cast it.<|endoftext|>
<|startoftext|>|7|5enchantment|8|3{^^^^^WWWW}|6|4|0rare|1touch of the eternal|9at the beginning of your upkeep, count the number of permanents you control. your life total becomes that number.<|endoftext|>
<|startoftext|>|0uncommon|3{^^^^^^UU}|9flying\cycling {^^}|6bird beast|4|8&^^^^/&^^^^|1primoc escapee|7|5creature<|endoftext|>
<|startoftext|>|3{^BB}|0uncommon|9return target creature card from a graveyard to its owner's hand. clash with an opponent. if you win, return @ to its owner's hand.|8|5sorcery|7|4|1revive the fallen|6<|endoftext|>
<|startoftext|>|6|9target creature that dealt damage this turn gets -&^^^^^/-&^^^^^ until end of turn.|5instant|1executioner's swing|4|0common|7|3{WWBB}|8<|endoftext|>
<|startoftext|>|9target player sacrifices a creature or planeswalker.\delirium ~ if there are four or more card types among cards in your graveyard, instead that player sacrifices a creature and a planeswalker.|5instant|8|4|0rare|7|3{^^BB}|1to the slaughter|6<|endoftext|>
<|startoftext|>|9delve\trample|7|5creature|1hooting mandrills|3{^^^^^GG}|0common|8&^^^^/&^^^^|6ape|4<|endoftext|>
<|startoftext|>|6vampire soldier|3{^^WW}|9when @ enters the battlefield, you may search your library for any number of cards named legion conquistador, reveal them, put them into your hand, then shuffle your library.|7|8&^^/&^^|4|0common|5creature|1legion conquistador<|endoftext|>
<|startoftext|>|4|3{^RRRRRR}|1cyclops gladiator|7|6cyclops warrior|0rare|8&^^^^/&^^^^|9whenever @ attacks, you may have it deal damage equal to its power to target creature defending player controls. if you do, that creature deals damage equal to its power to @.|5creature<|endoftext|>
<|startoftext|>|6|4|5sorcery|3{^^^RRRRRRRR}|1flame wave|7|8|0uncommon|9@ deals &^^^^ damage to target player or planeswalker and each creature that player or that planeswalker's controller controls.<|endoftext|>
<|startoftext|>|8|0rare|1increasing devotion|5sorcery|7|4|9flashback {^^^^^^^WWWW}\create five &^/&^ white human creature tokens. if this spell was cast from a graveyard, create ten of those tokens instead.|3{^^^WWWW}|6<|endoftext|>
<|startoftext|>|0uncommon|4|6phoenix|5creature|8&^^/&^^|1worldheart phoenix|9flying\you may cast @ from your graveyard by paying {WWUUBBRRGG} rather than paying its mana cost. if you do, it enters the battlefield with two +&^/+&^ counters on it.|7|3{^^^RR}<|endoftext|>
<|startoftext|>|4|6|1culling sun|8|5sorcery|0rare|3{^^WWWWBB}|7|9destroy each creature with converted mana cost &^^^ or less.<|endoftext|>
<|startoftext|>|7|0rare|4|1last stand|9target opponent loses &^^ life for each swamp you control. @ deals damage to target creature equal to the number of mountains you control. create a &^/&^ green saproling creature token for each forest you control. you gain &^^ life for each plains you control. draw a card for each island you control, then discard that many cards.|6|8|5sorcery|3{WWUUBBRRGG}<|endoftext|>
<|startoftext|>|3{^WW}|9if an opponent controls more lands than you, search your library for up to three plains cards, reveal them, and put them into your hand. then shuffle your library.|7|6|4|8|5sorcery|0uncommon|1gift of estates<|endoftext|>
<|startoftext|>|1keldon firebombers|3{^^^RRRR}|5creature|0rare|4|8&^^^/&^^^|6human soldier|7|9when @ enters the battlefield, each player sacrifices all lands they control except for three.<|endoftext|>
<|startoftext|>|9first strike\protection from watermarks|8&^^/&^^|6cyborg knight|0uncommon|5artifact creature|4|1knight of the kitchen sink (f)|7|3{WWWW}<|endoftext|>
<|startoftext|>|9whenever you cast an instant or sorcery spell that has the same name as a card in your graveyard, you may put a % counter on @.\whenever you cast an instant or sorcery spell while @ has two or more % counters on it, you may copy that spell. you may choose new targets for the copy.\countertype % quest|1pyromancer ascension|4|8|7|3{^RR}|6|5enchantment|0rare<|endoftext|>
<|startoftext|>|9creatures you control have flying, first strike, vigilance, trample, haste, and protection from black and from red.|6|7|0rare|8|3{^^^^^^^}|4legendary|5artifact|1akroma's memorial<|endoftext|>
<|startoftext|>|8|0rare|5enchantment|1mortuary|9whenever a creature is put into your graveyard from the battlefield, put that card on top of your library.|7|4|3{^^^BB}|6<|endoftext|>
<|startoftext|>|6|8|3{^^^}|7|4|9{^^}, T: until end of turn, target creature you control gains flying and has base toughness &^.|0uncommon|1chariot of the sun|5artifact<|endoftext|>
<|startoftext|>|9prowess|5creature|7|0common|6vedalken soldier|8&^^/&^^^|3{^^UU}|4|1vedalken blademaster<|endoftext|>
<|startoftext|>|0uncommon|7|6wall|5artifact creature|4|1necropolis|9defender\exile a creature card from your graveyard: put X +&/+&^ counters on @, where X is the exiled card's converted mana cost.|8&/&^|3{^^^^^}<|endoftext|>
<|startoftext|>|0uncommon|6vampire knight|7|1deathless ancient|9flying\tap three untapped vampires you control: return @ from your graveyard to your hand.|3{^^^^BBBB}|5creature|4|8&^^^^/&^^^^<|endoftext|>
<|startoftext|>|5instant|8|0rare|9if an opponent searched their library this turn, you may pay {} rather than pay this spell's mana cost.\target opponent puts the top thirteen cards of their library into their graveyard.|3{^^^UUUU}|1archive trap|6trap|4|7<|endoftext|>
<|startoftext|>|3{^^RR}|1gravity sphere|6|5enchantment|8|0rare|4world|7|9all creatures lose flying.<|endoftext|>
<|startoftext|>|4|7|9when @ enters the battlefield, if it was kicked, it deals &^^ damage to target creature.\kicker {^RR}|5creature|8&^^/&^^|1torch slinger|0common|6goblin shaman|3{^^RR}<|endoftext|>
<|startoftext|>|8|3{GG}|6|5sorcery|4|7|9target creature must be blocked this turn if able.\draw a card.|0uncommon|1irresistible prey<|endoftext|>
<|startoftext|>|9trample\when @ enters the battlefield, distribute four +&^/+&^ counters among any number of target creatures you control.|5artifact creature|0mythic|1verdurous gearhulk|3{^^^GGGG}|6construct|4|8&^^^^/&^^^^|7<|endoftext|>
<|startoftext|>|9{GUGU}: target creature you control becomes the color or colors of your choice until end of turn.|6goblin shaman|3{^^GGGG}|0uncommon|8&^^^/&^^^|7|4|1swirling spriggan|5creature<|endoftext|>
<|startoftext|>|3{^^}|6|9@ enters the battlefield tapped and with three % counters on it.\T, remove a % counter from @: add one mana of any color.\countertype % charge|1sphere of the suns|4|0common|5artifact|7|8<|endoftext|>
<|startoftext|>|0rare|8&^^^^^/&^^^^|7|6human shaman|3{^^^^^BBRR}|1kaervek the merciless|4legendary|9whenever an opponent casts a spell, @ deals damage to any target equal to that spell's converted mana cost.|5creature<|endoftext|>
<|startoftext|>|4|5creature|0rare|6dwarf artificer|1master trinketeer|3{^^WW}|8&^^^/&^^|9servos and thopters you control get +&^/+&^.\{^^^WW}: create a &^/&^ colorless servo artifact creature token.|7<|endoftext|>
<|startoftext|>|6aura|3{^^^^^UU}|1infinite reflection|5enchantment|0rare|8|7|4|9enchant creature\when @ enters the battlefield attached to a creature, each other nontoken creature you control becomes a copy of that creature.\nontoken creatures you control enter the battlefield as a copy of enchanted creature.<|endoftext|>
<|startoftext|>|4|6human cleric mutant|9{^^^^^^^WW}: you gain &^^^^^ life.|1starlight invoker|5creature|7|0uncommon|3{^WW}|8&^/&^^^<|endoftext|>
<|startoftext|>|9cycling {^^}\prevent all combat damage that would be dealt this turn.|6|1angelsong|4|8|0common|7|5instant|3{^WW}<|endoftext|>
<|startoftext|>|0common|5creature|1dawnfluke|6elemental|7|8&/&^^^|4|3{^^^WW}|9flash\evoke {WW}\when @ enters the battlefield, prevent the next &^^^ damage that would be dealt to any target this turn.<|endoftext|>
<|startoftext|>|6human wizard|4|1grixis battlemage|9{UU}, T: draw a card, then discard a card.\{RR}, T: target creature can't block this turn.|3{^^BB}|5creature|7|8&^^/&^^|0uncommon<|endoftext|>
<|startoftext|>|0common|5artifact|7|9whenever you crank @, target player loses &^^ life.|4|6contraption|8|1division table|3<|endoftext|>
<|startoftext|>|0rare|4|3{^^^^BBBBBB}|8&^^^^^^/&^^^^^^|1chancellor of the dross|5creature|9flying\lifelink\you may reveal this card from your opening hand. if you do, at the beginning of the first upkeep, each opponent loses &^^^ life, then you gain life equal to the life lost this way.|7|6vampire<|endoftext|>
<|startoftext|>|7|5enchantment|1repercussion|6|0rare|4|8|3{^RRRR}|9whenever a creature is dealt damage, @ deals that much damage to that creature's controller.<|endoftext|>
<|startoftext|>|1bounty agent|8&^^/&^^|3{^WW}|7|0rare|5creature|4|9vigilance\T, sacrifice @: destroy target legendary permanent that's an artifact, creature, or enchantment.|6human soldier<|endoftext|>
<|startoftext|>|9when @ enters the battlefield, creatures your opponents control get -&^^/-&^^ until end of turn.\whenever a creature an opponent controls dies, that player loses &^^ life.|7|3{^^^BBBBBB}|6wurm|1massacre wurm|5creature|4|8&^^^^^^/&^^^^^|0mythic<|endoftext|>
<|startoftext|>|0rare|9changeling\{XX}: until end of turn, creatures you control have base power and toughness X/X and gain all creature types.|7|1mirror entity|4|8&^/&^|5creature|6shapeshifter|3{^^WW}<|endoftext|>
<|startoftext|>|9enchant player\at the beginning of enchanted player's first upkeep each turn, that player gets an additional upkeep step after this step.|6aura|8|7|3{^^UU}|5enchantment|4|0uncommon|1paradox haze<|endoftext|>
<|startoftext|>|4|0uncommon|3{^UU}|9{^}: @ becomes the creature type of your choice until end of turn.\{^^UUUU}: @ gets +&^^/+&^^ and gains flying until end of turn.|7|5creature|8&^/&^|1mistform stalker|6illusion<|endoftext|>
<|startoftext|>|7|0rare|8&^^^^/&^^^|9whenever @ attacks or blocks, put a -&^/-&^ counter on it.\when @ dies, draw a card for each -&^/-&^ counter on it.|3{^^BB}|1dusk urchins|5creature|6ouphe|4<|endoftext|>
<|startoftext|>|8|3{^^^GG}|6aura|9enchant creature\enchanted creature gets +&^^/+&^^.\when enchanted creature dies, you may return @ from your graveyard to the battlefield attached to a creature that shares a creature type with that creature.|7|1reins of the vinesteed|4|5enchantment|0common<|endoftext|>
<|startoftext|>|9flying\when @ enters the battlefield, sacrifice it unless you sacrifice two mountains.|0rare|3{^^RRRR}|7|6dragon|5creature|8&^^^^^/&^^^^^|4|1rathi dragon<|endoftext|>
<|startoftext|>|1haunter of nightveil|4|8&^^^/&^^^^|3{^^^UUBB}|0uncommon|5creature|6spirit|9creatures your opponents control get -&^/-&.|7<|endoftext|>
<|startoftext|>|1goblin bushwhacker|4|9when @ enters the battlefield, if it was kicked, creatures you control get +&^/+& and gain haste until end of turn.\kicker {RR}|8&^/&^|3{RR}|7|6goblin warrior|5creature|0common<|endoftext|>
<|startoftext|>|1mechanized production|0mythic|8|3{^^UUUU}|5enchantment|4|6aura|9enchant artifact you control\at the beginning of your upkeep, create a token that's a copy of enchanted artifact. then if you control eight or more artifacts with the same name as one another, you win the game.|7<|endoftext|>
<|startoftext|>|6zombie wizard|9unearth {^^^^^BBRR}\when @ enters the battlefield, it deals damage to target player equal to the number of nonbasic lands that player controls.|3{^BBRR}|0uncommon|4|8&^^/&^^|7|1anathemancer|5creature<|endoftext|>
<|startoftext|>|3{^^BB}|6zombie beast|4|8&^^^/&^|9morph {^^BB}|7|5creature|0common|1spined basher<|endoftext|>
<|startoftext|>|5enchantment|9nonwhite creatures with power &^^^ or greater don't untap during their controllers' untap steps.|6|0rare|3{^^WW}|8|1crackdown|7|4<|endoftext|>
<|startoftext|>|3{^^GG}|9flash\devour &^|0uncommon|8&^^/&^^|6ooze|5creature|7|1gluttonous slime|4<|endoftext|>
<|startoftext|>|5enchantment|9ascend\as @ enters the battlefield, choose a creature type.\creatures you control of the chosen type get +&^/+&^. as long as you have the city's blessing, they also have vigilance.|6|7|4|0rare|8|3{^^WW}|1radiant destiny<|endoftext|>
<|startoftext|>|3{^^UU}|4|7|9{UU}, T, discard a card: target creature gains flying until end of turn.|8&^^/&^^|6human spellshaper|1balloon peddler|0common|5creature<|endoftext|>
<|startoftext|>|1sewer nemesis|3{^^^BB}|6horror|5creature|0rare|7|4|8*/*|9as @ enters the battlefield, choose a player.\@'s power and toughness are each equal to the number of cards in the chosen player's graveyard.\whenever the chosen player casts a spell, that player puts the top card of their library into their graveyard.<|endoftext|>
<|startoftext|>|0common|6|4|7|1empty the warrens|8|3{^^^RR}|9storm\create two &^/&^ red goblin creature tokens.|5sorcery<|endoftext|>
<|startoftext|>|0rare|3{^^GGGG}|8|5enchantment|7|1preferred selection|9at the beginning of your upkeep, look at the top two cards of your library. you may sacrifice @ and pay {^^GGGG}. if you do, put one of those cards into your hand. if you don't, put one of those cards on the bottom of your library.|6|4<|endoftext|>
<|startoftext|>|9{^^^UUUU}: shuffle your library.\{XX}: look at the top X cards of your library, then put them back in any order.|8|0uncommon|3{UU}|1soothsaying|5enchantment|4|6|7<|endoftext|>
<|startoftext|>|4|3{^^RG}|9reach|7|1rubble slinger|0common|8&^^/&^^^|5creature|6human warrior<|endoftext|>
<|startoftext|>|3{XXUU}|4|1spell burst|0uncommon|8|9buyback {^^^}\uncast target spell with converted mana cost X.|5instant|6|7<|endoftext|>
<|startoftext|>|1snow devil|5enchantment|0common|6aura|8|7|9enchant creature\enchanted creature has flying.\enchanted creature has first strike as long as it's blocking and you control a snow land.|4|3{^UU}<|endoftext|>
<|startoftext|>|9put a +&^/+&^ counter on target creature you control. untap that creature.|7|5instant|4|6|0common|8|3{GG}|1stony strength<|endoftext|>
<|startoftext|>|0common|3{^RR}|6|4|5instant|1sure strike|7|8|9target creature gets +&^^^/+& and gains first strike until end of turn.<|endoftext|>
<|startoftext|>|0uncommon|3{^^^^UURR}|7|4|1invent|6|9search your library for an instant card and/or a sorcery card, reveal them, put them into your hand, then shuffle your library.|5instant|8<|endoftext|>
<|startoftext|>|6vampire soldier|1skymarcher aspirant|3{WW}|8&^^/&^|9ascend\@ has flying as long as you have the city's blessing.|7|0uncommon|5creature|4<|endoftext|>
<|startoftext|>|3{^BB}|6|1feast of blood|0uncommon|5sorcery|8|4|9cast this spell only if you control two or more vampires.\destroy target creature. you gain &^^^^ life.|7<|endoftext|>
<|startoftext|>|5creature|0rare|8&^^/&^^|9whenever an artifact is put into a graveyard from the battlefield, you may put a +&^/+&^ counter on @.|7|6human rogue rigger|3{^^BB}|1moriok rigger|4<|endoftext|>
<|startoftext|>|9{UU}, T, discard a card: you may tap or untap target artifact, creature, or land.|7|5creature|8&^/&^|6human spellshaper|4|3{UU}|0common|1trickster mage<|endoftext|>
<|startoftext|>|9cumulative upkeep {^}\{^}: @ gets +&^/+& until end of turn.|7|8&^^/&^^^^|1soldevi simulacrum|5artifact creature|6soldier|4|0uncommon|3{^^^^}<|endoftext|>
<|startoftext|>|1dream thrush|8&^/&^|6bird|9flying\T: target land becomes the basic land type of your choice until end of turn.|3{^UU}|0common|5creature|7|4<|endoftext|>
<|startoftext|>|5sorcery|1stolen identity|3{^^^^UUUU}|7|0rare|6|4|9cipher\create a token that's a copy of target artifact or creature.|8<|endoftext|>
<|startoftext|>|1ghost~lit warder|7|8&^/&^|9{^^^UU}, T: uncast target spell unless its controller pays {^^}.\channel ~ {^^^UU}, discard @: uncast target spell unless its controller pays {^^^^}.|6spirit|0uncommon|3{^UU}|5creature|4<|endoftext|>
<|startoftext|>|3{^^}|1cranial archive|4|8|7|0uncommon|5artifact|9{^^}, exile @: target player shuffles their graveyard into their library. draw a card.|6<|endoftext|>
<|startoftext|>|4|6|8|9aftermath\return all creature cards with power &^^ or less from your graveyard to your hand.|0rare|7|3{^^^WWWW}|5sorcery|1dawn<|endoftext|>
<|startoftext|>|9manifest the top card of your library.|4|8|7|6|5sorcery|0common|3{^WW}|1soul summons<|endoftext|>
<|startoftext|>|4|3{^^^BB}|5creature|8&^^^/&^^^|1stallion of ashmouth|9delirium ~ {^BB}: @ gets +&^/+&^ until end of turn. activate this ability only if there are four or more card types among cards in your graveyard.|7|6nightmare horse|0common<|endoftext|>
<|startoftext|>|8|7|1reign of the pit|5sorcery|0rare|4|6|9each player sacrifices a creature. create an X/X black demon creature token with flying, where X is the total power of the creatures sacrificed this way.|3{^^^^BBBB}<|endoftext|>
<|startoftext|>|9T: add {CC}.\{^}, T: put a % counter on @.\{^}, remove X % counters from @: add X mana in any combination of {GG} and/or {WW}.\countertype % storage|5land|6|7|4|8|0uncommon|1saltcrusted steppe|3<|endoftext|>
<|startoftext|>|7|9prowess\when @ dies, draw a card.|0common|6human monk|8&^/&^|1jeskai sage|5creature|3{^UU}|4<|endoftext|>
<|startoftext|>|5instant|4|1balduvian rage|6|9target attacking creature gets +X/+& until end of turn.\draw a card at the beginning of the next turn's upkeep.|3{XXRR}|7|8|0uncommon<|endoftext|>
<|startoftext|>|8&^^^^/&^^^^^|0uncommon|6djinn monk|9flying\prowess|1riverwheel aerialists|4|7|3{^^^^^UU}|5creature<|endoftext|>
<|startoftext|>|6arcane|9destroy target attacking creature with power &^^^ or less.|1terashi's verdict|5instant|3{^WW}|0uncommon|7|8|4<|endoftext|>
<|startoftext|>|7|3{^UU}|0uncommon|4|1consign|9return target nonland permanent to its owner's hand.|6|8|5instant<|endoftext|>
<|startoftext|>|6|0rare|9imprint ~ {XX}, T: you may exile an instant or sorcery card with converted mana cost X from your hand.\at the beginning of your upkeep, you may copy a card exiled with @. if you do, you may cast the copy without paying its mana cost.|1panoptic mirror|5artifact|3{^^^^^}|4|7|8<|endoftext|>
<|startoftext|>|4|1bedevil|3{BBBBRR}|9destroy target artifact, creature, or planeswalker.|5instant|7|6|8|0rare<|endoftext|>
<|startoftext|>|5creature|8&^^/&^|4|3{^^RR}|1viashino racketeer|0common|7|9when @ enters the battlefield, you may discard a card. if you do, draw a card.|6viashino rogue<|endoftext|>
<|startoftext|>|6horror|3{^^^^BBBB}|8&^^^^/&^^^^|7|0uncommon|1phyrexian gargantua|4|5creature|9when @ enters the battlefield, you draw two cards and you lose &^^ life.<|endoftext|>
<|startoftext|>|1well|3{WW}|6|7|0uncommon|5sorcery|8|9fuse\you gain &^^ life for each creature you control.|4<|endoftext|>
<|startoftext|>|3{^RR}|8|4|9@ deals &^^^ damage to any target.|6|5instant|1lightning strike|0common|7<|endoftext|>
<|startoftext|>|3{^WWWW}|0common|4|1soltari visionary|9shadow\whenever @ deals damage to a player, destroy target enchantment that player controls.|7|6soltari cleric|5creature|8&^^/&^^<|endoftext|>
<|startoftext|>|3{^^^^WWWW}|4|1guan yu's one thousand~li march|0rare|8|5sorcery|6|9destroy all tapped creatures.|7<|endoftext|>
<|startoftext|>|8&^^^/&^^|3{^^^UUUUUU}|1roil elemental|7|4|6elemental|5creature|0rare|9flying\landfall ~ whenever a land enters the battlefield under your control, you may gain control of target creature for as long as you control @.<|endoftext|>
<|startoftext|>|6human spellshaper|9{^^RR}, T, discard a card: destroy target land.|0rare|8&^/&^|1seismic mage|4|3{^^^RR}|7|5creature<|endoftext|>
<|startoftext|>|0uncommon|3|8|4|7|1nivix, aerie of the firemind|5land|9T: add {CC}.\{^^UURR}, T: exile the top card of your library. until your next turn, you may cast that card if it's an instant or sorcery card.|6<|endoftext|>
